InvoiceID,CustomerID,ProductSKU,Quantity,UnitPrice,InvoiceDate,AcquisitionChannel,TotalSpend,Year,Month,MonthPeriod,DayName,Hour
INV-110959,13746.0,PROD-002,1,150.0,2025-07-12 17:00:00,B2B Portal,150.0,2025,7,2025-07,Saturday,17
INV-110960,12814.0,PROD-001,8,4.99,2026-05-14 16:00:00,Web,39.92,2026,5,2026-05,Thursday,16
INV-110961,11353.0,PROD-002,9,19.99,2025-08-02 16:00:00,Mobile App,179.91,2025,8,2025-08,Saturday,16
INV-110962,11958.0,PROD-004,6,19.99,2025-12-10 09:00:00,B2B Portal,119.94,2025,12,2025-12,Wednesday,9
INV-110963,11256.0,PROD-002,6,299.99,2025-06-27 12:00:00,Mobile App,1799.94,2025,6,2025-06,Friday,12
INV-110965,11527.0,PROD-005,1,19.99,2025-04-20 08:00:00,Mobile App,19.99,2025,4,2025-04,Sunday,8
INV-110966,14592.0,PROD-004,8,4.99,2025-12-13 17:00:00,Web,39.92,2025,12,2025-12,Saturday,17
INV-110967,13444.0,PROD-002,6,19.99,2025-01-26 08:00:00,B2B Portal,119.94,2025,1,2025-01,Sunday,8
INV-110968,14980.0,PROD-005,2,299.99,2025-12-25 13:00:00,Mobile App,599.98,2025,12,2025-12,Thursday,13
INV-110969,14136.0,PROD-003,2,49.99,2026-03-07 14:00:00,Mobile App,99.98,2026,3,2026-03,Saturday,14
INV-110970,11015.0,PROD-002,2,49.99,2025-10-08 17:00:00,Mobile App,99.98,2025,10,2025-10,Wednesday,17
INV-110971,14973.0,PROD-002,3,150.0,2025-04-13 08:00:00,Web,450.0,2025,4,2025-04,Sunday,8
INV-110972,14493.0,PROD-005,8,4.99,2025-05-02 14:00:00,Web,39.92,2025,5,2025-05,Friday,14
INV-110973,11981.0,PROD-005,4,49.99,2025-12-14 13:00:00,Web,199.96,2025,12,2025-12,Sunday,13
INV-110974,10876.0,PROD-005,4,299.99,2025-11-18 17:00:00,B2B Portal,1199.96,2025,11,2025-11,Tuesday,17
INV-110975,14911.0,PROD-002,2,49.99,2025-09-04 08:00:00,Web,99.98,2025,9,2025-09,Thursday,8
INV-110976,10524.0,PROD-001,9,49.99,2025-03-31 10:00:00,Web,449.91,2025,3,2025-03,Monday,10
INV-110977,11540.0,PROD-001,9,299.99,2025-01-12 13:00:00,Web,2699.91,2025,1,2025-01,Sunday,13
INV-110981,12214.0,PROD-001,6,19.99,2025-08-19 15:00:00,Web,119.94,2025,8,2025-08,Tuesday,15
INV-110982,11931.0,PROD-001,4,19.99,2026-05-10 18:00:00,Web,79.96,2026,5,2026-05,Sunday,18
INV-110983,12143.0,PROD-002,3,19.99,2025-12-07 08:00:00,Web,59.97,2025,12,2025-12,Sunday,8
INV-110984,12975.0,PROD-001,8,19.99,2025-04-25 13:00:00,Web,159.92,2025,4,2025-04,Friday,13
INV-110985,10064.0,PROD-005,2,49.99,2025-07-13 18:00:00,Mobile App,99.98,2025,7,2025-07,Sunday,18
INV-110986,13925.0,PROD-002,3,299.99,2025-09-06 11:00:00,Web,899.97,2025,9,2025-09,Saturday,11
INV-110987,13051.0,PROD-001,6,299.99,2025-10-31 12:00:00,B2B Portal,1799.94,2025,10,2025-10,Friday,12
INV-110988,12616.0,PROD-003,5,150.0,2026-04-05 11:00:00,Web,750.0,2026,4,2026-04,Sunday,11
INV-110989,14117.0,PROD-002,2,19.99,2025-03-08 15:00:00,Web,39.98,2025,3,2025-03,Saturday,15
INV-110990,14298.0,PROD-002,1,299.99,2025-02-11 17:00:00,Mobile App,299.99,2025,2,2025-02,Tuesday,17
INV-110991,12693.0,PROD-002,7,299.99,2025-02-23 10:00:00,Web,2099.9300000000003,2025,2,2025-02,Sunday,10
INV-110992,12824.0,PROD-001,3,49.99,2026-03-05 10:00:00,Mobile App,149.97,2026,3,2026-03,Thursday,10
INV-110993,12489.0,PROD-005,4,4.99,2025-12-08 16:00:00,Mobile App,19.96,2025,12,2025-12,Monday,16
INV-110994,13446.0,PROD-004,8,49.99,2025-04-18 10:00:00,Web,399.92,2025,4,2025-04,Friday,10
INV-110995,10009.0,PROD-004,4,299.99,2026-02-09 09:00:00,Mobile App,1199.96,2026,2,2026-02,Monday,9
INV-110997,11707.0,PROD-001,1,150.0,2026-04-01 10:00:00,Mobile App,150.0,2026,4,2026-04,Wednesday,10
INV-110998,13051.0,PROD-003,9,49.99,2025-07-20 19:00:00,Mobile App,449.91,2025,7,2025-07,Sunday,19
INV-110999,11081.0,PROD-002,4,4.99,2025-09-02 16:00:00,Web,19.96,2025,9,2025-09,Tuesday,16
INV-111000,11733.0,PROD-002,5,19.99,2025-11-11 12:00:00,B2B Portal,99.94999999999999,2025,11,2025-11,Tuesday,12
INV-111001,10876.0,PROD-005,3,4.99,2025-09-16 08:00:00,Mobile App,14.97,2025,9,2025-09,Tuesday,8
INV-111002,13444.0,PROD-002,5,19.99,2025-12-25 14:00:00,Web,99.94999999999999,2025,12,2025-12,Thursday,14
INV-111003,12386.0,PROD-005,7,19.99,2026-04-09 12:00:00,Mobile App,139.92999999999998,2026,4,2026-04,Thursday,12
INV-111004,10918.0,PROD-001,5,49.99,2026-03-11 09:00:00,Web,249.95000000000002,2026,3,2026-03,Wednesday,9
INV-111005,11906.0,PROD-004,7,4.99,2025-09-25 17:00:00,Web,34.93,2025,9,2025-09,Thursday,17
INV-111006,11899.0,PROD-005,9,19.99,2025-08-29 17:00:00,Mobile App,179.91,2025,8,2025-08,Friday,17
INV-111007,14780.0,PROD-005,1,150.0,2025-01-25 15:00:00,Web,150.0,2025,1,2025-01,Saturday,15
INV-111008,13981.0,PROD-002,6,49.99,2026-01-28 11:00:00,Web,299.94,2026,1,2026-01,Wednesday,11
INV-111010,13993.0,PROD-004,8,49.99,2026-02-17 09:00:00,Web,399.92,2026,2,2026-02,Tuesday,9
INV-111011,10539.0,PROD-001,6,150.0,2026-04-07 19:00:00,B2B Portal,900.0,2026,4,2026-04,Tuesday,19
INV-111012,11687.0,PROD-004,3,299.99,2025-10-18 10:00:00,B2B Portal,899.97,2025,10,2025-10,Saturday,10
INV-111013,12557.0,PROD-003,6,150.0,2026-01-24 10:00:00,B2B Portal,900.0,2026,1,2026-01,Saturday,10
INV-111014,14469.0,PROD-001,6,19.99,2026-02-16 14:00:00,Web,119.94,2026,2,2026-02,Monday,14
INV-111015,12237.0,PROD-003,5,150.0,2026-02-23 14:00:00,Mobile App,750.0,2026,2,2026-02,Monday,14
INV-111016,13236.0,PROD-004,5,49.99,2025-10-02 12:00:00,Web,249.95000000000002,2025,10,2025-10,Thursday,12
INV-111017,12839.0,PROD-005,4,19.99,2025-11-13 10:00:00,Mobile App,79.96,2025,11,2025-11,Thursday,10
INV-111018,10510.0,PROD-003,7,19.99,2026-03-23 10:00:00,B2B Portal,139.92999999999998,2026,3,2026-03,Monday,10
INV-111019,12482.0,PROD-004,4,4.99,2025-03-24 14:00:00,Mobile App,19.96,2025,3,2025-03,Monday,14
INV-111020,11931.0,PROD-004,3,49.99,2025-03-06 12:00:00,B2B Portal,149.97,2025,3,2025-03,Thursday,12
INV-111021,10713.0,PROD-003,6,299.99,2025-09-05 19:00:00,Web,1799.94,2025,9,2025-09,Friday,19
INV-111022,13448.0,PROD-001,8,49.99,2025-07-22 13:00:00,Mobile App,399.92,2025,7,2025-07,Tuesday,13
INV-111023,10202.0,PROD-005,5,299.99,2025-09-18 09:00:00,Web,1499.95,2025,9,2025-09,Thursday,9
INV-111024,12967.0,PROD-004,8,299.99,2026-02-15 11:00:00,B2B Portal,2399.92,2026,2,2026-02,Sunday,11
INV-111025,13170.0,PROD-001,5,49.99,2026-05-07 14:00:00,B2B Portal,249.95000000000002,2026,5,2026-05,Thursday,14
INV-111026,13546.0,PROD-004,8,19.99,2025-06-08 11:00:00,Web,159.92,2025,6,2025-06,Sunday,11
INV-111027,12055.0,PROD-004,1,150.0,2025-01-18 18:00:00,Web,150.0,2025,1,2025-01,Saturday,18
INV-111028,13092.0,PROD-004,6,299.99,2025-08-04 18:00:00,Web,1799.94,2025,8,2025-08,Monday,18
INV-111029,10492.0,PROD-001,2,19.99,2026-05-10 15:00:00,B2B Portal,39.98,2026,5,2026-05,Sunday,15
INV-111030,11827.0,PROD-002,3,19.99,2025-02-21 15:00:00,Mobile App,59.97,2025,2,2025-02,Friday,15
INV-111032,11707.0,PROD-005,4,4.99,2026-04-10 16:00:00,Web,19.96,2026,4,2026-04,Friday,16
INV-111033,10206.0,PROD-002,1,49.99,2026-04-03 12:00:00,B2B Portal,49.99,2026,4,2026-04,Friday,12
INV-111034,12693.0,PROD-004,2,49.99,2025-02-26 09:00:00,Web,99.98,2025,2,2025-02,Wednesday,9
INV-111035,13900.0,PROD-002,6,49.99,2025-11-15 14:00:00,B2B Portal,299.94,2025,11,2025-11,Saturday,14
INV-111036,10924.0,PROD-003,1,4.99,2025-06-06 19:00:00,Web,4.99,2025,6,2025-06,Friday,19
INV-111037,14134.0,PROD-003,1,19.99,2026-05-04 17:00:00,Web,19.99,2026,5,2026-05,Monday,17
INV-111038,11757.0,PROD-001,2,150.0,2025-05-25 14:00:00,Web,300.0,2025,5,2025-05,Sunday,14
INV-111039,13457.0,PROD-001,2,49.99,2025-05-17 18:00:00,Web,99.98,2025,5,2025-05,Saturday,18
INV-111040,14718.0,PROD-003,6,19.99,2026-02-25 12:00:00,Web,119.94,2026,2,2026-02,Wednesday,12
INV-111042,11306.0,PROD-001,4,19.99,2025-03-09 18:00:00,Mobile App,79.96,2025,3,2025-03,Sunday,18
INV-111043,13854.0,PROD-002,5,150.0,2026-02-17 16:00:00,Web,750.0,2026,2,2026-02,Tuesday,16
INV-111044,11122.0,PROD-001,4,299.99,2025-04-30 18:00:00,Mobile App,1199.96,2025,4,2025-04,Wednesday,18
INV-111045,13117.0,PROD-005,7,299.99,2025-09-22 17:00:00,Mobile App,2099.9300000000003,2025,9,2025-09,Monday,17
INV-111046,10815.0,PROD-002,2,19.99,2025-02-18 16:00:00,Web,39.98,2025,2,2025-02,Tuesday,16
INV-111047,11581.0,PROD-003,1,49.99,2025-08-01 11:00:00,Web,49.99,2025,8,2025-08,Friday,11
INV-111048,12959.0,PROD-003,9,49.99,2025-03-20 09:00:00,Web,449.91,2025,3,2025-03,Thursday,9
INV-111050,10971.0,PROD-002,7,19.99,2025-03-16 18:00:00,Web,139.92999999999998,2025,3,2025-03,Sunday,18
INV-111051,11069.0,PROD-004,1,49.99,2025-07-17 17:00:00,Web,49.99,2025,7,2025-07,Thursday,17
INV-111052,13009.0,PROD-003,8,49.99,2025-03-01 10:00:00,Web,399.92,2025,3,2025-03,Saturday,10
INV-111053,13445.0,PROD-003,7,150.0,2025-12-04 09:00:00,Mobile App,1050.0,2025,12,2025-12,Thursday,9
INV-111054,14598.0,PROD-002,6,19.99,2026-04-25 15:00:00,Mobile App,119.94,2026,4,2026-04,Saturday,15
INV-111055,14720.0,PROD-002,5,150.0,2025-01-06 19:00:00,Web,750.0,2025,1,2025-01,Monday,19
INV-111056,11282.0,PROD-001,5,19.99,2026-03-21 13:00:00,Web,99.94999999999999,2026,3,2026-03,Saturday,13
INV-111058,13561.0,PROD-003,1,150.0,2025-09-10 09:00:00,B2B Portal,150.0,2025,9,2025-09,Wednesday,9
INV-111059,14673.0,PROD-002,6,299.99,2025-01-22 10:00:00,B2B Portal,1799.94,2025,1,2025-01,Wednesday,10
INV-111061,14978.0,PROD-004,3,299.99,2025-11-22 08:00:00,B2B Portal,899.97,2025,11,2025-11,Saturday,8
INV-111063,11155.0,PROD-005,9,299.99,2025-05-14 15:00:00,Mobile App,2699.91,2025,5,2025-05,Wednesday,15
INV-111064,13636.0,PROD-004,6,299.99,2025-12-03 15:00:00,Mobile App,1799.94,2025,12,2025-12,Wednesday,15
INV-111065,10137.0,PROD-002,6,19.99,2026-04-27 19:00:00,Web,119.94,2026,4,2026-04,Monday,19
INV-111066,14158.0,PROD-005,8,49.99,2025-02-02 18:00:00,Web,399.92,2025,2,2025-02,Sunday,18
INV-111067,13267.0,PROD-002,2,19.99,2025-11-05 15:00:00,Mobile App,39.98,2025,11,2025-11,Wednesday,15
INV-111068,10143.0,PROD-001,7,150.0,2025-10-21 17:00:00,B2B Portal,1050.0,2025,10,2025-10,Tuesday,17
INV-111069,11603.0,PROD-003,1,299.99,2025-09-17 09:00:00,Web,299.99,2025,9,2025-09,Wednesday,9
INV-111070,10016.0,PROD-001,8,150.0,2026-02-12 19:00:00,Web,1200.0,2026,2,2026-02,Thursday,19
INV-111071,12038.0,PROD-005,3,49.99,2026-02-11 19:00:00,Web,149.97,2026,2,2026-02,Wednesday,19
INV-111072,14583.0,PROD-005,2,49.99,2025-02-10 15:00:00,Web,99.98,2025,2,2025-02,Monday,15
INV-111073,14736.0,PROD-002,7,4.99,2025-02-24 19:00:00,Mobile App,34.93,2025,2,2025-02,Monday,19
INV-111075,11243.0,PROD-002,1,49.99,2026-02-18 13:00:00,Mobile App,49.99,2026,2,2026-02,Wednesday,13
INV-111076,11148.0,PROD-004,1,49.99,2025-01-31 19:00:00,B2B Portal,49.99,2025,1,2025-01,Friday,19
INV-111078,11191.0,PROD-004,1,49.99,2025-11-21 13:00:00,Web,49.99,2025,11,2025-11,Friday,13
INV-111079,11081.0,PROD-004,3,4.99,2025-06-12 16:00:00,Web,14.97,2025,6,2025-06,Thursday,16
INV-111080,11976.0,PROD-003,2,150.0,2025-06-27 19:00:00,Mobile App,300.0,2025,6,2025-06,Friday,19
INV-111082,10646.0,PROD-004,5,4.99,2025-04-09 10:00:00,Web,24.950000000000003,2025,4,2025-04,Wednesday,10
INV-111083,11633.0,PROD-003,7,4.99,2026-03-24 12:00:00,Mobile App,34.93,2026,3,2026-03,Tuesday,12
INV-111084,10823.0,PROD-005,1,299.99,2025-10-31 13:00:00,B2B Portal,299.99,2025,10,2025-10,Friday,13
INV-111085,14007.0,PROD-005,4,150.0,2026-04-19 09:00:00,Web,600.0,2026,4,2026-04,Sunday,9
INV-111086,13514.0,PROD-004,8,19.99,2026-01-09 17:00:00,Mobile App,159.92,2026,1,2026-01,Friday,17
INV-111087,13376.0,PROD-005,7,150.0,2026-05-11 11:00:00,Mobile App,1050.0,2026,5,2026-05,Monday,11
INV-111088,12158.0,PROD-002,7,19.99,2025-10-18 12:00:00,Web,139.92999999999998,2025,10,2025-10,Saturday,12
INV-111089,13448.0,PROD-005,2,299.99,2026-03-11 19:00:00,B2B Portal,599.98,2026,3,2026-03,Wednesday,19
INV-111091,14485.0,PROD-005,2,19.99,2026-05-13 14:00:00,Mobile App,39.98,2026,5,2026-05,Wednesday,14
INV-111092,10417.0,PROD-004,3,49.99,2026-01-25 19:00:00,Web,149.97,2026,1,2026-01,Sunday,19
INV-111093,11365.0,PROD-003,3,49.99,2025-01-06 09:00:00,Web,149.97,2025,1,2025-01,Monday,9
INV-111094,11969.0,PROD-002,6,49.99,2025-09-25 18:00:00,Web,299.94,2025,9,2025-09,Thursday,18
INV-111095,13775.0,PROD-002,4,299.99,2025-05-23 12:00:00,Web,1199.96,2025,5,2025-05,Friday,12
INV-111096,12878.0,PROD-003,6,4.99,2025-11-09 13:00:00,Mobile App,29.94,2025,11,2025-11,Sunday,13
INV-111097,14117.0,PROD-002,1,299.99,2025-07-03 12:00:00,Mobile App,299.99,2025,7,2025-07,Thursday,12
INV-111098,12738.0,PROD-004,8,4.99,2025-05-23 16:00:00,Mobile App,39.92,2025,5,2025-05,Friday,16
INV-111100,13122.0,PROD-003,8,49.99,2025-04-29 16:00:00,Web,399.92,2025,4,2025-04,Tuesday,16
INV-111101,12524.0,PROD-004,4,19.99,2025-03-28 16:00:00,Web,79.96,2025,3,2025-03,Friday,16
INV-111102,12508.0,PROD-001,2,19.99,2026-03-05 10:00:00,Web,39.98,2026,3,2026-03,Thursday,10
INV-111103,14821.0,PROD-004,8,150.0,2025-11-20 19:00:00,Web,1200.0,2025,11,2025-11,Thursday,19
INV-111104,14136.0,PROD-002,7,299.99,2025-03-15 14:00:00,B2B Portal,2099.9300000000003,2025,3,2025-03,Saturday,14
INV-111105,10016.0,PROD-003,9,19.99,2025-11-14 16:00:00,Web,179.91,2025,11,2025-11,Friday,16
INV-111106,12904.0,PROD-001,4,299.99,2025-08-11 11:00:00,B2B Portal,1199.96,2025,8,2025-08,Monday,11
INV-111107,12871.0,PROD-004,6,299.99,2026-01-20 08:00:00,Mobile App,1799.94,2026,1,2026-01,Tuesday,8
INV-111108,12675.0,PROD-001,9,49.99,2026-04-25 13:00:00,Web,449.91,2026,4,2026-04,Saturday,13
INV-111110,14300.0,PROD-005,2,4.99,2026-03-17 11:00:00,Mobile App,9.98,2026,3,2026-03,Tuesday,11
INV-111111,12838.0,PROD-001,7,299.99,2025-07-07 16:00:00,Mobile App,2099.9300000000003,2025,7,2025-07,Monday,16
INV-111112,14380.0,PROD-005,6,49.99,2026-04-10 16:00:00,Web,299.94,2026,4,2026-04,Friday,16
INV-111113,13266.0,PROD-005,3,49.99,2025-04-11 14:00:00,Web,149.97,2025,4,2025-04,Friday,14
INV-111114,13791.0,PROD-005,6,4.99,2026-05-05 17:00:00,Mobile App,29.94,2026,5,2026-05,Tuesday,17
INV-111115,12056.0,PROD-003,8,299.99,2025-05-25 16:00:00,Web,2399.92,2025,5,2025-05,Sunday,16
INV-111116,10197.0,PROD-003,4,299.99,2025-03-10 14:00:00,B2B Portal,1199.96,2025,3,2025-03,Monday,14
INV-111117,13272.0,PROD-005,3,299.99,2025-05-22 17:00:00,Web,899.97,2025,5,2025-05,Thursday,17
INV-111118,13219.0,PROD-002,3,19.99,2025-10-24 09:00:00,Mobile App,59.97,2025,10,2025-10,Friday,9
INV-111119,13719.0,PROD-005,4,150.0,2025-08-19 19:00:00,Web,600.0,2025,8,2025-08,Tuesday,19
INV-111120,11243.0,PROD-005,9,299.99,2025-01-12 16:00:00,Web,2699.91,2025,1,2025-01,Sunday,16
INV-111121,13636.0,PROD-005,3,299.99,2025-01-29 17:00:00,Mobile App,899.97,2025,1,2025-01,Wednesday,17
INV-111122,13092.0,PROD-002,6,150.0,2026-01-29 17:00:00,Web,900.0,2026,1,2026-01,Thursday,17
INV-111123,10770.0,PROD-002,3,49.99,2025-08-29 09:00:00,Web,149.97,2025,8,2025-08,Friday,9
INV-111124,13104.0,PROD-005,9,299.99,2025-04-06 08:00:00,Web,2699.91,2025,4,2025-04,Sunday,8
INV-111126,11028.0,PROD-001,6,150.0,2026-03-17 18:00:00,Mobile App,900.0,2026,3,2026-03,Tuesday,18
INV-111127,14583.0,PROD-003,5,299.99,2026-01-14 18:00:00,Web,1499.95,2026,1,2026-01,Wednesday,18
INV-111128,10740.0,PROD-001,3,150.0,2025-04-21 17:00:00,Web,450.0,2025,4,2025-04,Monday,17
INV-111129,11969.0,PROD-003,8,150.0,2025-05-03 15:00:00,Mobile App,1200.0,2025,5,2025-05,Saturday,15
INV-111130,14474.0,PROD-001,8,19.99,2025-08-24 13:00:00,Web,159.92,2025,8,2025-08,Sunday,13
INV-111131,10924.0,PROD-002,5,19.99,2026-01-24 14:00:00,Web,99.94999999999999,2026,1,2026-01,Saturday,14
INV-111132,14432.0,PROD-005,2,150.0,2025-12-24 12:00:00,Web,300.0,2025,12,2025-12,Wednesday,12
INV-111133,10539.0,PROD-003,7,19.99,2026-03-30 17:00:00,Mobile App,139.92999999999998,2026,3,2026-03,Monday,17
INV-111134,13440.0,PROD-005,8,299.99,2026-03-15 14:00:00,Mobile App,2399.92,2026,3,2026-03,Sunday,14
INV-111135,11996.0,PROD-005,9,19.99,2025-01-06 09:00:00,Web,179.91,2025,1,2025-01,Monday,9
INV-111137,11976.0,PROD-003,8,150.0,2025-01-28 16:00:00,Mobile App,1200.0,2025,1,2025-01,Tuesday,16
INV-111138,10200.0,PROD-004,3,299.99,2025-03-23 09:00:00,B2B Portal,899.97,2025,3,2025-03,Sunday,9
INV-111139,10499.0,PROD-002,2,299.99,2026-02-11 10:00:00,Web,599.98,2026,2,2026-02,Wednesday,10
INV-111140,13696.0,PROD-005,8,299.99,2025-03-29 08:00:00,B2B Portal,2399.92,2025,3,2025-03,Saturday,8
INV-111141,13440.0,PROD-003,4,150.0,2025-07-21 10:00:00,Mobile App,600.0,2025,7,2025-07,Monday,10
INV-111142,10608.0,PROD-002,3,19.99,2025-08-01 09:00:00,Web,59.97,2025,8,2025-08,Friday,9
INV-111143,10034.0,PROD-002,3,49.99,2025-09-24 16:00:00,Mobile App,149.97,2025,9,2025-09,Wednesday,16
INV-111144,12744.0,PROD-004,6,4.99,2025-03-04 18:00:00,Web,29.94,2025,3,2025-03,Tuesday,18
INV-111145,14869.0,PROD-001,8,4.99,2025-02-03 09:00:00,Mobile App,39.92,2025,2,2025-02,Monday,9
INV-111146,10302.0,PROD-003,4,49.99,2026-03-15 09:00:00,Mobile App,199.96,2026,3,2026-03,Sunday,9
INV-111147,13219.0,PROD-003,6,299.99,2025-01-08 08:00:00,Web,1799.94,2025,1,2025-01,Wednesday,8
INV-111148,12709.0,PROD-003,7,4.99,2025-09-24 13:00:00,Web,34.93,2025,9,2025-09,Wednesday,13
INV-111149,12049.0,PROD-003,4,4.99,2025-11-16 08:00:00,Web,19.96,2025,11,2025-11,Sunday,8
INV-111150,12738.0,PROD-001,2,4.99,2025-12-29 10:00:00,Web,9.98,2025,12,2025-12,Monday,10
INV-111151,13579.0,PROD-002,9,19.99,2026-05-13 13:00:00,Mobile App,179.91,2026,5,2026-05,Wednesday,13
INV-111152,13818.0,PROD-002,7,4.99,2025-09-07 16:00:00,Web,34.93,2025,9,2025-09,Sunday,16
INV-111153,11296.0,PROD-001,4,49.99,2025-05-01 09:00:00,B2B Portal,199.96,2025,5,2025-05,Thursday,9
INV-111154,13136.0,PROD-002,9,19.99,2026-01-31 09:00:00,Web,179.91,2026,1,2026-01,Saturday,9
INV-111157,12744.0,PROD-002,4,19.99,2025-04-11 16:00:00,Web,79.96,2025,4,2025-04,Friday,16
INV-111158,10878.0,PROD-002,3,299.99,2025-09-18 13:00:00,Web,899.97,2025,9,2025-09,Thursday,13
INV-111159,14469.0,PROD-001,7,4.99,2025-11-10 16:00:00,B2B Portal,34.93,2025,11,2025-11,Monday,16
INV-111160,11069.0,PROD-004,2,4.99,2026-02-20 08:00:00,Mobile App,9.98,2026,2,2026-02,Friday,8
INV-111161,12733.0,PROD-005,6,49.99,2025-02-14 09:00:00,Mobile App,299.94,2025,2,2025-02,Friday,9
INV-111162,13191.0,PROD-003,7,150.0,2025-04-13 14:00:00,Web,1050.0,2025,4,2025-04,Sunday,14
INV-111163,12871.0,PROD-001,3,19.99,2025-03-22 09:00:00,Mobile App,59.97,2025,3,2025-03,Saturday,9
INV-111164,12557.0,PROD-002,2,299.99,2025-02-19 09:00:00,Web,599.98,2025,2,2025-02,Wednesday,9
INV-111165,11331.0,PROD-001,7,299.99,2026-05-05 09:00:00,Mobile App,2099.9300000000003,2026,5,2026-05,Tuesday,9
INV-111166,13974.0,PROD-002,4,150.0,2025-06-28 13:00:00,Web,600.0,2025,6,2025-06,Saturday,13
INV-111167,10470.0,PROD-001,3,150.0,2025-09-23 15:00:00,Mobile App,450.0,2025,9,2025-09,Tuesday,15
INV-111168,14364.0,PROD-002,8,4.99,2025-04-21 16:00:00,Mobile App,39.92,2025,4,2025-04,Monday,16
INV-111169,12695.0,PROD-004,5,150.0,2025-09-18 10:00:00,Mobile App,750.0,2025,9,2025-09,Thursday,10
INV-111170,11243.0,PROD-005,3,4.99,2025-06-14 12:00:00,Mobile App,14.97,2025,6,2025-06,Saturday,12
INV-111171,11722.0,PROD-002,4,49.99,2026-02-09 10:00:00,Web,199.96,2026,2,2026-02,Monday,10
INV-111172,11282.0,PROD-004,2,4.99,2025-05-24 15:00:00,B2B Portal,9.98,2025,5,2025-05,Saturday,15
INV-111173,14185.0,PROD-005,7,150.0,2025-09-10 19:00:00,Mobile App,1050.0,2025,9,2025-09,Wednesday,19
INV-111174,14493.0,PROD-002,1,4.99,2025-09-29 10:00:00,B2B Portal,4.99,2025,9,2025-09,Monday,10
INV-111175,13890.0,PROD-003,1,4.99,2025-03-26 09:00:00,Web,4.99,2025,3,2025-03,Wednesday,9
INV-111176,12489.0,PROD-001,1,4.99,2025-09-15 11:00:00,Mobile App,4.99,2025,9,2025-09,Monday,11
INV-111177,11139.0,PROD-001,2,19.99,2026-03-04 14:00:00,Web,39.98,2026,3,2026-03,Wednesday,14
INV-111179,10797.0,PROD-002,9,150.0,2025-08-08 11:00:00,B2B Portal,1350.0,2025,8,2025-08,Friday,11
INV-111180,14611.0,PROD-003,2,150.0,2025-08-06 11:00:00,Mobile App,300.0,2025,8,2025-08,Wednesday,11
INV-111181,14175.0,PROD-003,5,4.99,2025-09-21 19:00:00,Mobile App,24.950000000000003,2025,9,2025-09,Sunday,19
INV-111182,10667.0,PROD-003,9,4.99,2025-11-24 12:00:00,Web,44.910000000000004,2025,11,2025-11,Monday,12
INV-111183,13175.0,PROD-005,5,4.99,2026-04-16 15:00:00,Web,24.950000000000003,2026,4,2026-04,Thursday,15
INV-111184,14298.0,PROD-002,5,299.99,2025-09-14 19:00:00,Mobile App,1499.95,2025,9,2025-09,Sunday,19
INV-111185,13766.0,PROD-004,4,299.99,2025-11-22 13:00:00,B2B Portal,1199.96,2025,11,2025-11,Saturday,13
INV-111186,14206.0,PROD-005,2,19.99,2025-11-24 19:00:00,Mobile App,39.98,2025,11,2025-11,Monday,19
INV-111187,12774.0,PROD-002,3,49.99,2025-10-21 18:00:00,Web,149.97,2025,10,2025-10,Tuesday,18
INV-111188,10253.0,PROD-003,1,19.99,2025-08-10 19:00:00,Web,19.99,2025,8,2025-08,Sunday,19
INV-111189,12122.0,PROD-002,1,4.99,2025-07-21 09:00:00,Mobile App,4.99,2025,7,2025-07,Monday,9
INV-111190,14933.0,PROD-003,7,299.99,2025-05-23 14:00:00,Web,2099.9300000000003,2025,5,2025-05,Friday,14
INV-111192,10769.0,PROD-003,2,4.99,2025-02-06 17:00:00,Web,9.98,2025,2,2025-02,Thursday,17
INV-111193,13675.0,PROD-005,8,49.99,2025-04-19 14:00:00,B2B Portal,399.92,2025,4,2025-04,Saturday,14
INV-111194,13019.0,PROD-002,9,150.0,2025-03-31 15:00:00,Mobile App,1350.0,2025,3,2025-03,Monday,15
INV-111196,11062.0,PROD-003,4,19.99,2026-03-29 12:00:00,Mobile App,79.96,2026,3,2026-03,Sunday,12
INV-111198,11981.0,PROD-001,5,299.99,2025-04-04 17:00:00,Mobile App,1499.95,2025,4,2025-04,Friday,17
INV-111199,10395.0,PROD-005,1,299.99,2026-05-15 17:00:00,Web,299.99,2026,5,2026-05,Friday,17
INV-111200,12048.0,PROD-004,9,19.99,2025-01-05 19:00:00,B2B Portal,179.91,2025,1,2025-01,Sunday,19
INV-111201,10623.0,PROD-004,3,49.99,2025-05-20 10:00:00,Mobile App,149.97,2025,5,2025-05,Tuesday,10
INV-111202,12904.0,PROD-005,7,49.99,2025-09-22 18:00:00,Mobile App,349.93,2025,9,2025-09,Monday,18
INV-111203,13327.0,PROD-002,2,299.99,2025-11-03 13:00:00,Web,599.98,2025,11,2025-11,Monday,13
INV-111204,12982.0,PROD-004,8,49.99,2026-04-24 14:00:00,Web,399.92,2026,4,2026-04,Friday,14
INV-111205,10004.0,PROD-005,1,299.99,2025-04-12 17:00:00,Mobile App,299.99,2025,4,2025-04,Saturday,17
INV-111206,13175.0,PROD-003,4,4.99,2026-01-26 17:00:00,B2B Portal,19.96,2026,1,2026-01,Monday,17
INV-111207,12756.0,PROD-001,1,299.99,2025-02-09 12:00:00,Web,299.99,2025,2,2025-02,Sunday,12
